id	1h_vs_ud - 30m_vs_ud	6h_vs_ud - 30m_vs_ud	1d_vs_ud - 30m_vs_ud	6h_vs_ud - 1h_vs_ud	1d_vs_ud - 1h_vs_ud	1d_vs_ud - 6h_vs_ud
109_2	0.284701213778836	0.038320414695162	0.00272427986289154	-0.246380799083674	-0.281976933915945	-0.0355961348322705
115	-0.57516508545232	-0.605728538352023	-0.8771560638368	-0.0305634528997036	-0.30199097838448	-0.271427525484776
133	0.198536495573875	-0.0122962531745923	-0.0226505234323676	-0.210832748748468	-0.221187019006243	-0.0103542702577754
134	0.000731813805071562	0.0613266461934658	-0.123877970811863	0.0605948323883943	-0.124609784616935	-0.185204617005329
136	0.0556244003717382	0.236363728226799	-0.0111118994451963	0.180739327855061	-0.0667362998169345	-0.247475627671995
137	0.00881138567173823	0.183665310360133	0.0708741331214704	0.174853924688394	0.0620627474497321	-0.112791177238662
138	-0.0798119625269698	-0.00586942083232771	-0.0894842262525695	0.0739425416946421	-0.00967226372559979	-0.0836148054202418
147	0.396855387841914	0.209575258854361	0.166150411064898	-0.187280128987553	-0.230704976777016	-0.0434248477894632
159_1	0.374762135927015	-0.146984985220841	-0.196521539098538	-0.521747121147855	-0.571283675025553	-0.0495365538776973
161	0.536802873711932	-0.910894093807325	-0.424796619347598	-1.44769696751926	-0.96159949305953	0.486097474459727
14378	0.756166862203058	0.694866282521841	0.277466247223871	-0.0613005796812169	-0.478700614979187	-0.41740003529797
14379	0.381031622729572	0.185445441298433	0.0740895731175551	-0.19558618143114	-0.306942049612017	-0.111355868180878
165	-0.0646241077051448	-0.447904858716528	-1.019646095154	-0.383280751011383	-0.955021987448852	-0.571741236437469
166	0.0895093319967551	0.340870340928559	0.446895540497397	0.251361008931804	0.357386208500642	0.106025199568838
169	0.0336249884634218	0.435405486995226	0.14554812553073	0.401780498531804	0.111923137067308	-0.289857361464496
170	-0.180720807502423	0.275487300149762	0.261205689959987	0.456208107652184	0.44192649746241	-0.0142816101897741
177_1	0.133514768510085	-0.111935614134883	-0.326100004062179	-0.245450382644967	-0.459614772572264	-0.214164389927296
177_2	0.159608095703042	-0.146199527275243	-0.353404557491704	-0.305807622978285	-0.513012653194746	-0.207205030216461
178	0.261583242259487	0.170315433349832	-0.133544156412983	-0.0912678089096542	-0.39512739867247	-0.303859589762816
182	0.141992440326439	0.119940639927775	0.705307883649067	-0.0220518003986642	0.563315443322629	0.585367243721293
183	-0.0417568056402278	0.0633693130944414	-0.0468908267175992	0.105126118734669	-0.0051340210773714	-0.110260139812041
195	-0.18995969457754	-0.106882440027732	-0.511986482454341	0.0830772545498077	-0.322026787876801	-0.405104042426609
197	-0.20606215510668	-0.398354250879035	-0.295277140856571	-0.192292095772356	-0.0892149857498915	0.103077110022464
201	-0.427069057443308	-0.287503251057276	-0.265319056791851	0.139565806386032	0.161750000651457	0.0221841942654246
205	-0.183130271192543	-0.000126602239267165	-0.0174664718091009	0.183003668953275	0.165663799383442	-0.0173398695698337
216	0.596459700087666	0.260252980260011	0.384732528539794	-0.336206719827655	-0.211727171547872	0.124479548279783
230_2	0.91706936081154	0.3997190980845	0.527636500141844	-0.51735026272704	-0.389432860669695	0.127917402057345
231_2	0.917402304144873	0.398619257451166	0.527969443475178	-0.518783046693707	-0.389432860669695	0.129350186024011
232_2	0.580404581044873	0.421084571617833	0.361832799675177	-0.15932000942704	-0.218571781369696	-0.0592517719426554
251	0.0821064854028096	-0.114286770926079	-0.204625566804251	-0.196393256328888	-0.286732052207061	-0.0903387958781727
252	0.556619728654998	0.675269559524084	-0.539171526389457	0.118649830869086	-1.09579125504446	-1.21444108591354
264	1.22852001242559	-0.247193348406664	0.0213724708877127	-1.47571336083225	-1.20714754153788	0.268565819294377
271	-0.0495162688842751	-0.0134810681130444	0.00230333211826321	0.0360352007712307	0.0518196010025383	0.0157844002313076
289	-0.32392469821611	-0.416751694206712	-0.603161424775744	-0.0928269959906027	-0.279236726559634	-0.186409730569032
292	-0.421694609149443	-0.691963461140046	-0.400304989075744	-0.270268851990603	0.021389620073699	0.291658472064302
296	0.188137702950557	0.241262869493288	0.0791124662242564	0.0531251665427309	-0.109025236726301	-0.162150403269032
297	-0.316800286049443	-0.699731471140046	-0.592275951742411	-0.382931185090603	-0.275475665692968	0.107455519397635
11997	-0.0720165403161095	0.104182072259954	-0.182395735375744	0.176198612576064	-0.110379195059635	-0.286577807635699
304_2	-0.186180315950388	-0.0169312366567228	0.022012036069772	0.169249079293666	0.20819235202016	0.0389432727264948
307	0.872636856521186	0.783097359649289	0.699288723758531	-0.0895394968718973	-0.173348132762655	-0.0838086358907576
311	-0.0723130635331542	-0.215755428247604	-0.25074947404195	-0.14344236471445	-0.178436410508796	-0.034994045794346
310	-0.28629784201057	-0.987392728154293	-0.775371187911548	-0.701094886143723	-0.489073345900978	0.212021540242745
317	-0.303051001901174	-0.416709657300145	-0.121333186709593	-0.113658655398971	0.181717815191581	0.295376470590552
316	-0.247325311501684	0.0559477844425116	-0.377202663160295	0.303273095944195	-0.129877351658611	-0.433150447602806
318	-0.357380717535017	0.171987306575845	0.0512835044063721	0.529368024110862	0.408664221941389	-0.120703802169473
326	-0.280715543335017	-0.953220375057489	-1.20731220552696	-0.672504831722472	-0.926596662191944	-0.254091830469473
328	-0.0442919990683503	0.0366510413091783	-0.0430194009602946	0.0809430403775286	0.00127259810805566	-0.0796704422694729
335	-0.121435933048434	-0.475969078809722	-0.551718585410431	-0.354533145761287	-0.430282652361996	-0.075749506600709
336	0.123525707951566	-0.380713658709722	-0.284310369560431	-0.504239366661287	-0.407836077511996	0.096403289149291
337	-0.0861983956984341	-0.474927754109722	-0.567297395060431	-0.388729358411287	-0.481098999361996	-0.0923696409507089
12006	-0.485622020048434	-0.509603094309722	-0.61951783781043	-0.0239810742612875	-0.133895817761997	-0.109914743500709
339	-0.027456456448288	-0.112045833961442	-0.048464717226562	-0.0845893775131535	-0.021008260778274	0.0635811167348795
340	-0.025849741248288	-0.112045833961442	-0.042511617226562	-0.0861960927131535	-0.016661875978274	0.0695342167348796
344	-0.689938784021053	-0.355487493994631	-0.727274479364717	0.334451290026422	-0.0373356953436639	-0.371786985370086
375	0.113575330123898	-0.0639304776576844	-0.319221480479182	-0.177505807781583	-0.43279681060308	-0.255291002821497
379	-0.236519494605524	0.0780074732765113	-0.781258385337656	0.314526967882035	-0.544738890732132	-0.859265858614167
385	0.539623869784605	-0.123600187645911	0.148505396885473	-0.663224057430516	-0.391118472899132	0.272105584531384
12017	0.298443455751271	0.278393218354089	0.0931123725521392	-0.0200502373971823	-0.205331083199132	-0.18528084580195
395	-0.623042195997049	-0.31616190589348	-0.394266552291306	0.306880290103568	0.228775643705742	-0.0781046463978261
398	-0.186170123831163	0.763613880698416	-0.326945014119674	0.949784004529579	-0.140774890288511	-1.09055889481809
409	0.0692743123313158	-1.85874329552152	-1.57359958624859	-1.92801760785284	-1.64287389857991	0.285143709272929
410	-0.296463772035976	-1.6987705855089	-1.26232092853935	-1.40230681347292	-0.965857156503373	0.436449656969548
12021	0.44336888733069	-0.0477086173755633	-0.382550854939349	-0.491077504706254	-0.825919742270039	-0.334842237563785
424	-0.182330080775881	-0.112288009763554	-0.61547068203414	0.0700420710123268	-0.433140601258259	-0.503182672270586
12022	-0.475411665690266	-0.429376209089882	-0.569331393829546	0.046035456600384	-0.0939197281392805	-0.139955184739665
476_1	0.0955042567797368	-0.120844510389759	0.15984188472507	-0.216348767169496	0.0643376279453334	0.280686395114829
483_1	-0.0889869232202635	0.302294387460241	0.47147810472507	0.391281310680504	0.560465027945333	0.169183717264829
499_1	-0.351646886720263	0.130010612560241	-0.0146174987749298	0.481657499280504	0.337029387945333	-0.144628111335171
12036_1	0.0980574267797369	0.186280089560241	0.21798025472507	0.0882226627805042	0.119922827945333	0.0317001651648292
451	-0.0280149730685206	-0.033952813725595	0.038922775935387	-0.00593784065707438	0.0669377490039076	0.072875589660982
452	0.086801772798146	-0.0339528069922617	0.0624283247020536	-0.120754579790408	-0.0243734480960924	0.0963811316943153
454_1	-0.0519461753351873	-0.120311547392262	-0.0378799721646131	-0.0683653720570744	0.0140662031705742	0.0824315752276486
457_1	0.176397010464813	0.113326573541072	0.343759237835387	-0.063070436923741	0.167362227370574	0.230432664294315
459_1	0.173789795664813	0.134540628541072	0.540476599002054	-0.0392491671237409	0.366686803337241	0.405935970460982
461_1	-0.128691019335187	0.0980470412410718	0.0380582108020538	0.226738060576259	0.166749230137241	-0.059988830439018
462_1	-0.00277565713518726	-0.262514028458928	-0.0124219815979464	-0.259738371323741	-0.0096463244627591	0.250092046860982
465_1	0.323083575564813	-0.236300824192262	-0.11749019983128	-0.559384399757074	-0.440573775396092	0.118810624360982
468_1	-0.0937052016351873	-0.174524002692262	0.0879909677687204	-0.0808188010570744	0.181696169403908	0.262514970460982
473_1	0.0105495436314794	-0.0256306195589283	0.0792766354687203	-0.0361801631904077	0.0687270918372409	0.104907255027649
477_1	-0.175376169868521	0.431296480374405	0.218377544535387	0.606672650242926	0.393753714403908	-0.212918935839018
481_1	0.498758561764813	-0.206858639325595	0.456976232402054	-0.705617201090408	-0.041782329362759	0.663834871727649
482_1	0.0103266314314796	0.0670459615744052	0.296274312902054	0.0567193301429256	0.285947681470574	0.229228351327648
486_1	-0.0464459925351873	-0.0524915452355949	-0.036380796264613	-0.00604555270040769	0.0100651962705742	0.0161107489709819
489_1	-0.125473831368521	-0.091171625925595	0.0850478023687203	0.0343022054429256	0.210521633737241	0.176219428294315
490_1	-0.0941982358685206	0.177584985407738	0.12810370116872	0.271783221276259	0.222301937037241	-0.0494812842390181
491_1	0.207258445898146	0.158467227407738	0.516444614135387	-0.0487912184904077	0.309186168237241	0.357977386727649
492_1	-0.0941650674685206	0.177584956741072	0.130923426535387	0.271750024209592	0.225088494003908	-0.0466615302056847
495_1	-0.155097771001854	-0.0612238496589283	-0.0265834750312797	0.0938739213429256	0.128514295970574	0.0346403746276486
496_1	0.786473794664813	0.231047650041072	0.37867701866872	-0.555426144623741	-0.407796775996092	0.147629368627649
500_1	-0.126963066201854	0.0568768979077384	-0.0194317898646131	0.183839964109592	0.107531276337241	-0.0763086877723515
507	0.25633326726195	0.145946310379058	0.150402022632838	-0.110386956882892	-0.105931244629112	0.00445571225377974
513	0.177149228875866	-0.239835804043271	0.276019751071829	-0.416985032919138	0.0988705221959628	0.515855555115101
514	0.177149228875866	-0.239835804043271	0.276019751071829	-0.416985032919138	0.0988705221959628	0.515855555115101
515	0.177149228875866	-0.239835804043271	0.276019751071829	-0.416985032919138	0.0988705221959628	0.515855555115101
516	0.142040458098306	-0.580132295126144	-0.421886166853303	-0.722172753224449	-0.563926624951608	0.158246128272841
523	0.483627622966948	0.315767796504188	0.0847505248754338	-0.167859826462759	-0.398877098091514	-0.231017271628755
519	-0.468146970151455	-0.388320648567583	-1.37146875012159	0.0798263215838718	-0.90332177997014	-0.983148101554012
521	-0.0946357056181215	-0.49492279963425	-1.28627273498826	-0.400287094016128	-1.19163702937014	-0.791349935354012
522	-0.0136742295181216	0.175176592732417	-0.338246756821595	0.188850822250538	-0.324572527303473	-0.513423349554011
528	0.0184372750485451	0.246823828799084	-0.230528653521595	0.228386553750538	-0.24896592857014	-0.477352482320678
12039	0.221447079081878	0.0808334544990836	-0.517561840688261	-0.140613624582795	-0.73900891977014	-0.598395295187345
535	0.116317483721158	0.278134372220509	0.183586526164614	0.161816888499351	0.0672690424434552	-0.0945478460558954
548	0.0244413491116748	-0.127121540963521	-0.135478327793896	-0.151562890075196	-0.15991967690557	-0.00835678683037447
550_2	-0.175941294284019	0.283538862910009	0.115279596897145	0.459480157194028	0.291220891181164	-0.168259266012864
551_2	0.208557444549314	-0.191524409389991	-0.497818708336189	-0.400081853939306	-0.706376152885503	-0.306294298946197
552_2	-0.103402508117352	0.273009951476675	-0.120906704136189	0.376412459594028	-0.0175041960188362	-0.393916655612864
559	0.240152754072639	0.0791662033679782	-0.258129358800666	-0.160986550704661	-0.498282112873306	-0.337295562168645
564_1	-0.196223848748517	2.62996216489256	0.677579823148187	2.82618601364108	0.873803671896703	-1.95238234174437
567_1	0.23031744654401	0.0096667155565581	0.402397183849676	-0.220650730987452	0.172079737305665	0.392730468293118
576_1	0.742067303403469	0.607669911219544	0.550294224200172	-0.134397392183925	-0.191773079203297	-0.0573756870193719
12050_1	0.812491875270136	0.621454144152878	0.488053517200172	-0.191037731117258	-0.324438358069963	-0.133400626952705
590	-0.254202750772532	-0.300755928727413	-0.514161338540581	-0.0465531779548811	-0.259958587768049	-0.213405409813168
595	-0.17971514110869	-0.557880319279699	-0.775113778099175	-0.37816517817101	-0.595398636990486	-0.217233458819476
598_1	0.253714014772223	-0.050265468121374	0.146982305036871	-0.303979482893597	-0.106731709735352	0.197247773158245
602	0.451381564548599	0.00145377065915023	0.526291005998051	-0.449927793889449	0.0749094414494522	0.524837235338901
603	0.451381564548599	0.00145377065915023	0.526291005998051	-0.449927793889449	0.0749094414494522	0.524837235338901
607	-0.106025621577306	-0.233255535929981	0.0888501969721461	-0.127229914352675	0.194875818549452	0.322105732902127
600	0.315255090916369	0.274771399182986	0.61871744307869	-0.0404836917333826	0.303462352162322	0.343946043895704
601	0.731773490649702	0.535894934549653	0.347050790712023	-0.195878556100049	-0.384722699937679	-0.188844143837629
606	0.622187411816368	0.359273610716319	0.393260076512023	-0.262913801100049	-0.228927335304345	0.0339864657957041
608	-0.058153770650298	0.337457603716319	-0.113885789587977	0.395611374366617	-0.0557320189376786	-0.451343393304296
609	0.111650576816369	0.389622392449653	0.32079073257869	0.277971815633284	0.209140155762321	-0.0688316598709626
610	0.0809660891163686	0.122283539282986	0.223650902845357	0.0413174501666174	0.142684813728988	0.101367363562371
611	0.422756232649702	0.100237509816319	0.32154478477869	-0.322518722833383	-0.101211447871012	0.221307274962371
613	0.0211508564830354	-0.0434523947503474	0.0244049057786901	-0.0646032512333828	0.0032540492956547	0.0678573005290375
614	0.432993053983035	0.00481992581631926	0.0147264249453568	-0.428173128166716	-0.418266629037679	0.00990649912903749
622	0.314409301568284	0.272192163006486	0.0754598862741356	-0.0422171385617983	-0.238949415294149	-0.19673227673235
625	-0.393984081698382	-1.05546506112685	-1.11269242702586	-0.661480979428465	-0.718708345327482	-0.0572273658990169
12056	0.359708208534951	0.180238845873153	0.122333354474136	-0.179469362661798	-0.237374854060815	-0.0579054913990169
628	-0.0657107062745413	-0.209943408471042	-0.337718379685171	-0.144232702196501	-0.272007673410629	-0.127774971214129
631	0.0422739468200723	-0.00637904161038572	0.0784477145509814	-0.048652988430458	0.0361737677309091	0.0848267561613671
632	0.038121713486739	-0.0112643259103857	0.074295481217648	-0.0493860393971247	0.0361737677309091	0.0855598071280338
633	0.035401713486739	-0.0179216366770524	0.071575481217648	-0.0533233501637914	0.0361737677309091	0.0894971178947005
635	-0.0959885762460975	0.0541899618032585	-0.112162142400749	0.150178538049356	-0.0161735661546518	-0.166352104204008
636	-0.0735835562460975	-0.0104340239300749	-0.102873595134083	0.0631495323160226	-0.0292900388879851	-0.0924395712040077
639	0.422511566952401	0.181038359278244	0.603148024227278	-0.241473207674157	0.180636457274877	0.422109664949034
643	-0.603304199098584	-0.133010516221749	-0.973582355463513	0.470293682876834	-0.370278156364929	-0.840571839241763
645	0.208666868801416	0.247260165578251	-0.186497605463513	0.0385932967768348	-0.395164474264929	-0.433757771041764
644	0.0534231804030702	0.0330516594303804	-0.523398964442088	-0.0203715209726898	-0.576822144845158	-0.556450623872469
646	0.0528542754364036	0.00742679269704713	-0.107025895742088	-0.0454274827393564	-0.159880171178492	-0.114452688439135
663	0.141947231493378	-0.0258786544037335	-0.252401478277265	-0.167825885897112	-0.394348709770643	-0.226522823873531
664	-0.0259460325872488	0.0561013803719644	0.244167655911688	0.0820474129592132	0.270113688498937	0.188066275539724
665	-0.453171235287249	-0.610908472161369	-0.583754530688312	-0.15773723687412	-0.130583295401063	0.0271539414730575
668_1	0.205597079083574	-0.333055252187365	-0.466298973075648	-0.538652331270939	-0.671896052159222	-0.133243720888283
669_1	0.171458521334027	-0.131436731242503	-0.198190130825195	-0.302895252576531	-0.369648652159223	-0.066753399582692
672_1	-0.108674303665972	-0.151154215242503	-0.301385955825195	-0.0424799115765309	-0.192711652159222	-0.150231740582692
677	0.099672942287889	-0.221070039775858	-0.137106310908737	-0.320742982063747	-0.236779253196626	0.0839637288671205
12060_1	-1.32126185424976	-2.27903697988737	-1.43379010640898	-0.957775125637606	-0.112528252159223	0.845246873478383
667_1	0.730871627504773	0.850167059512635	1.00640465037495	0.119295432007863	0.275533022870175	0.156237590862312
674_1	0.0681793045381059	-0.342473984254031	-0.407003401858386	-0.410653288792137	-0.475182706396492	-0.0645294176043545
676_1	0.132644992238106	0.0795350377126354	-0.0626024634917192	-0.0531099545254705	-0.195247455729825	-0.142137501204355
12059_1	-0.704338236095228	-1.41158648658737	-1.41729816602505	-0.707248250492137	-0.712959929929825	-0.00571167943768791
696	-0.287571356009416	-0.826022851793542	-0.511324421934795	-0.538451495784126	-0.223753065925378	0.314698429858748
705	-0.0709519005576184	0.42490555139748	0.152116569268103	0.495857451955099	0.223068469825722	-0.272788982129377
707	0.580735619678652	0.611298373253261	1.01187529769148	0.0305627535746086	0.431139678012827	0.400576924438218
704	0.268183248805684	0.174695683377359	0.570019878372061	-0.0934875654283245	0.301836629566377	0.395324194994702
706	0.162982541105684	0.301678152744026	0.515904743505395	0.138695611638342	0.352922202399711	0.214226590761369
725	0.316205996347202	0.659589780773378	0.185720942485301	0.343383784426176	-0.130485053861901	-0.473868838288077
732_1	0.683911964817937	0.607870338953093	-0.37490284622468	-0.0760416258648433	-1.05881481104262	-0.982773185177773
730_1	-0.339335661596632	-1.56421974987802	-1.50902855543925	-1.22488408828139	-1.16969289384262	0.0551911944387709
731_1	0.0379381077033672	-0.306522032011353	-0.549331735639249	-0.344460139714721	-0.587269843342617	-0.242809703627896
733_1	-0.0837041873966328	-0.362088229911354	-0.425549675872583	-0.278384042514721	-0.34184548847595	-0.0634614459612292
12064_1	-0.100226438896633	-0.36639240547802	-0.0375638697059161	-0.266165966581387	0.0626625691907167	0.328828535772104
750	-0.719152545776639	-1.2373660733208	-2.30669146136632	-0.518213527544164	-1.58753891558969	-1.06932538804552
779	0.175191564264131	0.317534440297847	0.12097768740551	0.142342876033717	-0.0542138768586205	-0.196556752892337
759	0.674277116252948	0.382018334429432	0.217676076094328	-0.292258781823517	-0.456601040158621	-0.164342258335104
760	0.349545968752948	0.185745784562765	0.0731465833276613	-0.163800184190183	-0.276399385425287	-0.112599201235104
762	0.412942579286282	0.247078773729432	-0.356829732605672	-0.16586380555685	-0.769772311891954	-0.603908506335104
763	-0.0617129176803849	0.182193929829432	-0.734077473305672	0.243906847509817	-0.672364555625287	-0.916271403135104
764	0.513307397152948	0.306624244396098	0.411538251860995	-0.20668315275685	-0.101769145291954	0.104914007464896
765	0.0156829842529485	-0.427022071703902	0.237622471527661	-0.44270505595685	0.221939487274713	0.664644543231563
767	0.294558640086282	0.0872624810960984	-0.0708545849056721	-0.207296158990183	-0.365413224991954	-0.15811706600177
778	0.384845452352948	0.170921147429432	0.349806531194328	-0.213924304923517	-0.0350389211586205	0.178885383764896
12069	0.158927151986282	-0.116724302670568	-0.644992805305672	-0.27565145465685	-0.803919957291954	-0.528268502635104
12072	0.124393796386282	-0.530311330003902	-0.557041380439006	-0.654705126390184	-0.681435176825287	-0.0267300504351036
12074	0.0477509343862818	0.416304744096098	0.0856731780609946	0.368553809709817	0.0379222436747128	-0.330631566035104
783	-0.11435721705008	-0.0134986415769328	-0.799353455407453	0.100858575473147	-0.684996238357373	-0.78585481383052
784	0.0730539008499199	0.153502628756401	-0.265859608407453	0.0804487279064807	-0.338913509257373	-0.419362237163854
785	0.469409901984789	0.0957689724353494	0.617477696638644	-0.37364092954944	0.148067794653855	0.521708724203295
791	-0.564531789017712	0.0653710562687784	-0.878059466126724	0.62990284528649	-0.313527677109012	-0.943430522395502
788	-0.390550384732636	-1.53026270047104	-2.03665710754592	-1.1397123157384	-1.64610672281329	-0.506394407074887
790	-0.360472520565969	-0.168735364337705	-0.439325412245924	0.191737156228265	-0.0788528916799551	-0.27059004790822
792	-1.68794917126597	-1.41433650917104	-2.86304276057926	0.273612662094931	-1.17509358931329	-1.44870625140822
793	0.215665467118368	0.0322500581071255	-0.202959248254926	-0.183415409011242	-0.418624715373294	-0.235209306362052
794	0.065988194451701	-0.151524858159541	-0.345106944421593	-0.217513052611242	-0.411095138873294	-0.193582086262052
795	-0.262752095081632	-0.0902156762928746	-0.622884965554926	0.172536418788758	-0.360132870473294	-0.532669289262052
796	-0.180608320981632	-0.106107803559541	-0.464927832321593	0.0745005174220911	-0.284319511339961	-0.358820028762052
797	-0.0706503942482989	-0.133351201726208	-0.394673486421593	-0.0627008074779089	-0.324023092173294	-0.261322284695385
800	0.212921622018849	0.00585734635830279	-0.0634296877078241	-0.207064275660546	-0.276351309726673	-0.0692870340661269
801	0.212921622018849	0.00585734635830279	-0.0634296877078241	-0.207064275660546	-0.276351309726673	-0.0692870340661269
802	0.212921622018849	0.00585734635830279	-0.0634296877078241	-0.207064275660546	-0.276351309726673	-0.0692870340661269
803	0.212921622018849	0.00585734635830279	-0.0634296877078241	-0.207064275660546	-0.276351309726673	-0.0692870340661269
806	-0.409324689831151	-0.0492947200416972	-0.548374760207824	0.360029969789454	-0.139050070376673	-0.499080040166127
807	-0.409324689831151	-0.0492947200416972	-0.548374760207824	0.360029969789454	-0.139050070376673	-0.499080040166127
808	-0.409324689831151	-0.0492947200416972	-0.548374760207824	0.360029969789454	-0.139050070376673	-0.499080040166127
809	-0.409324689831151	-0.0492947200416972	-0.548374760207824	0.360029969789454	-0.139050070376673	-0.499080040166127
14385	0.192624681716436	-0.0360903620379628	-0.0555432869895778	-0.228715043754398	-0.248167968706013	-0.019452924951615
805	-0.0246829080518765	0.0329982535206785	-0.532283497395713	0.057681161572555	-0.507600589343837	-0.565281750916392
810	0.207526816781457	0.00585563975401192	-0.361955200329046	-0.201671177027445	-0.569482017110503	-0.367810840083058
811	-0.00827536671854304	-0.0691092909459881	-0.304129173329046	-0.0608339242274451	-0.295853806610503	-0.235019882383058
812	0.122815662148124	-0.203071295812655	-0.259734881229046	-0.325886957960778	-0.38255054337717	-0.0566635854163917
813	1.21068334428146	0.940319854820679	0.88641811943762	-0.270363489460778	-0.324265224843836	-0.0539017353830582
821	-0.393745316198275	-0.56580986744938	-0.752641715372265	-0.172064551251105	-0.358896399173989	-0.186831847922884
822	0.319277888101717	-0.0755998098825461	-0.0247459073365998	-0.394877697984263	-0.344023795438317	0.0508539025459463
823	0.312090176451717	-0.0992215718825461	-0.0442859773365998	-0.411311748334263	-0.356376153788317	0.0549355945459463
824	0.307364795401717	-0.0685632634825461	-0.0322624973365998	-0.375928058884263	-0.339627292738317	0.0363007661459463
12083	0.304484303501717	-0.0523965050825461	-0.0415322373365998	-0.356880808584263	-0.346016540838317	0.0108642677459463
854	-0.312343938439492	-0.548811175392469	-0.649306791972993	-0.236467236952977	-0.3369628535335	-0.100495616580524
856	0.0814415984394626	-0.274443261502883	-0.69155015571859	-0.355884859942346	-0.772991754158053	-0.417106894215707
851	-0.39991778267799	-0.0924000061701061	-0.375048306796874	0.307517776507884	0.0248694758811159	-0.282648300626768
857	0.20211541212201	-0.660908147436773	-1.15277793796354	-0.863023559558783	-1.35489335008555	-0.491869790526768
863	-0.109676813796331	-1.06344223893182	-0.0410331528414103	-0.953765425135488	0.0686436609549206	1.02240908609041
883	0.117815630781828	-0.0169041743223545	-0.11617536791385	-0.134719805104183	-0.233990998695678	-0.0992711935914951
887	-0.305301678085299	0.419746003956679	0.0468721677079365	0.725047682041978	0.352173845793235	-0.372873836248743
888	0.214083001214701	0.295704578156679	0.683179125007937	0.081621576941978	0.469096123793235	0.387474546851257
894	0.223697094602596	-0.1020144205018	-0.396406704018051	-0.325711515104397	-0.620103798620648	-0.294392283516251
900	-0.214320175430737	0.2153137453982	-0.181358282551385	0.429633920828937	0.0329618928793523	-0.396672027949584
909	0.00534044355014573	-0.26171602359731	0.248327627930282	-0.267056467147456	0.242987184380137	0.510043651527592
914	0.368522075247128	0.282847415496413	0.837140303144642	-0.0856746597507143	0.468618227897515	0.554292887648229
915	-0.0260644122228279	-0.344551719272929	0.00749432527365129	-0.318487307050102	0.0335587374964792	0.352046044546581
916	-0.0195740829228279	-0.338499635172929	0.0161702819403179	-0.318925552250101	0.0357443648631458	0.354669917113247
917	-0.047577233722828	-0.337994457072929	0.0100226586069845	-0.290417223350101	0.0575998923298125	0.348017115679914
919	0.0815438438438388	-0.379045967339596	0.0174940501069847	-0.460589811183435	-0.0640497937368541	0.396540017446581
920	0.0872215205105054	-0.372030108572929	0.0231717267736513	-0.459251629083435	-0.0640497937368541	0.395201835346581
